MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,HeatingQC,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,WoodDeckSF,OpenPorchSF,MoSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBaths,Remodeled,Age when Sold
60,RL,70.0,8400,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,Gable,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,TA,TA,7,1,Attchd,1980.0,Unf,2,TA,0,50,4,WD,Normal,171000,3778,2.5,Yes,29
20,RL,71.0,8197,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,6,Gable,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,Ex,TA,7,1,Attchd,1977.0,RFn,2,TA,138,0,4,WD,Normal,143500,3230,1.5,No,30
20,RL,57.0,7677,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,4,0,Attchd,1953.0,Unf,1,TA,0,0,4,WD,Abnorml,110000,2319,1.0,No,55
60,RL,104.0,13518,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,Hip,VinylSd,VinylSd,Stone,860.0,Ex,TA,PConc,Ex,Ex,11,2,BuiltIn,2009.0,Fin,3,TA,144,78,7,New,Partial,485000,8206,3.5,Yes,0
50,RL,60.0,7200,Reg,Lvl,Corner,SWISU,Feedr,1Fam,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Ex,Gd,7,2,Detchd,1939.0,Unf,1,TA,0,0,6,WD,Normal,175000,4267,2.5,Yes,57
60,RL,79.0,12798,IR1,HLS,Inside,ClearCr,Feedr,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,Gd,8,0,Attchd,1997.0,RFn,2,TA,403,114,5,WD,Normal,200000,3992,3.5,No,11
30,RM,40.0,4800,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,4,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Ex,TA,5,0,Detchd,1957.0,Unf,2,TA,0,0,7,WD,Normal,109900,3588,2.0,Yes,17
60,RL,63.0,8199,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Ex,Gd,7,1,Attchd,2005.0,Fin,2,TA,36,18,10,WD,Normal,189000,3640,3.5,No,3
20,RL,75.0,9000,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,5,0,Attchd,1954.0,Unf,1,TA,0,0,6,WD,Family,118000,3192,1.0,No,52
20,RL,91.0,12274,IR1,Lvl,FR2,Somerst,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Ex,Ex,6,0,Attchd,2008.0,RFn,2,TA,0,60,7,New,Partial,227680,4273,2.0,No,0
80,RL,75.0,9750,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,6,0,Attchd,1967.0,Fin,1,TA,68,0,10,WD,Normal,135500,2940,2.0,No,39
70,RL,144.0,21384,Reg,Lvl,Inside,BrkSide,Norm,1Fam,2Story,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Ex,Gd,6,1,Attchd,1923.0,RFn,2,TA,0,312,5,WD,Normal,223500,4476,3.5,Yes,5
80,RL,85.0,13400,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,Gable,VinylSd,VinylSd,BrkFace,1047.0,TA,TA,CBlock,TA,TA,6,1,Attchd,1966.0,RFn,2,TA,0,0,6,WD,Normal,159950,3196,2.0,No,40
75,RM,90.0,8100,Reg,Lvl,Corner,OldTown,Norm,1Fam,2.5Unf,5,Hip,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,11,0,Detchd,1910.0,Unf,2,Fa,40,156,11,WD,Normal,106000,5125,2.0,Yes,44
20,RL,78.0,10140,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,Hip,HdBoard,HdBoard,BrkFace,99.0,TA,TA,CBlock,Fa,Gd,5,1,Attchd,1974.0,RFn,2,TA,265,0,1,WD,Normal,181000,3658,2.5,Yes,7
120,RM,69.0,4438,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,Gable,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Ex,Gd,4,1,Attchd,2004.0,Fin,2,TA,140,0,6,ConLD,Normal,144500,2544,2.0,No,4
20,C (all),66.0,8712,Reg,Bnk,Inside,IDOTRR,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,Fa,4,0,Basment,1952.0,Unf,2,TA,0,0,6,WD,Alloca,55993,2628,1.0,No,58
20,RL,75.0,9750,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,Gd,TA,7,0,Attchd,1958.0,RFn,1,TA,0,0,4,COD,Normal,157900,4326,1.5,No,49
50,RL,45.0,8248,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,Gable,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Gd,Fa,7,0,Detchd,1955.0,Unf,1,TA,207,0,7,WD,Normal,116000,3186,2.0,Yes,56
20,RL,48.0,12137,IR2,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,442.0,TA,TA,PConc,Ex,Gd,6,0,Attchd,1998.0,RFn,2,TA,0,34,5,WD,Normal,224900,4971,2.0,No,12
20,RL,69.0,11425,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Gable,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,Gd,TA,4,1,Attchd,1954.0,RFn,1,TA,0,0,7,WD,Normal,137000,3024,1.0,No,52
20,RL,69.0,13265,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,8,Hip,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Ex,Gd,7,2,Attchd,2002.0,RFn,3,TA,150,59,7,WD,Normal,271000,4946,3.0,No,6
80,RL,80.0,8816,Reg,Lvl,Inside,ClearCr,Norm,1Fam,SLvl,6,Gable,HdBoard,HdBoard,BrkFace,80.0,TA,TA,CBlock,Gd,TA,6,0,Attchd,1971.0,Unf,2,TA,0,0,6,WD,Normal,155000,3114,2.0,No,39
120,RL,44.0,6371,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,7,Gable,VinylSd,VinylSd,Stone,128.0,Gd,TA,PConc,Ex,Gd,6,1,Attchd,2010.0,RFn,2,TA,192,35,6,New,Partial,224000,4074,3.0,Yes,0
60,RL,72.0,7226,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,6,0,Attchd,2003.0,RFn,2,TA,0,45,6,WD,Normal,183000,4078,2.5,No,5
20,RM,60.0,6000,Reg,Bnk,Inside,OldTown,Norm,2fmCon,1Story,4,Gable,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,TA,TA,4,0,Detchd,1974.0,Unf,2,TA,0,32,2,WD,Normal,93000,2808,1.0,No,56
60,RL,69.0,12394,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,7,1,BuiltIn,2003.0,Fin,2,TA,100,48,10,WD,Family,225000,4313,2.5,No,4
50,RL,60.0,9900,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,6,Gable,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,7,1,Detchd,1940.0,Unf,1,TA,335,0,7,WD,Normal,139500,3756,2.0,Yes,59
20,FV,81.0,11216,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,7,1,Attchd,2006.0,RFn,2,TA,0,140,6,New,Partial,232600,4467,2.0,No,0
20,RL,114.0,14803,Reg,Lvl,Inside,NridgHt,PosN,1Fam,1Story,10,Hip,CemntBd,CmentBd,BrkFace,816.0,Ex,TA,PConc,Ex,Ex,7,1,Attchd,2007.0,Fin,3,TA,188,45,6,New,Partial,385000,6246,3.0,Yes,0
45,RM,50.0,6130,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Unf,5,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Gd,Gd,5,0,NA,1980.0,NA,0,NA,0,0,5,WD,Normal,109500,2352,2.0,Yes,58
20,RL,65.0,8529,IR1,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,6,1,Attchd,2001.0,RFn,2,TA,290,39,4,WD,Normal,189000,4322,2.0,No,8
60,RL,69.0,28698,IR2,Low,CulDSac,ClearCr,Norm,1Fam,2Story,5,Flat,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,7,0,Attchd,1967.0,Fin,2,TA,486,0,6,WD,Abnorml,185000,5265,3.0,No,42
160,FV,24.0,2544,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,7,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Ex,Gd,4,0,Detchd,2005.0,RFn,2,TA,0,166,7,WD,Normal,147400,2966,2.5,No,1
20,RL,80.0,11900,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,Gable,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,6,2,Attchd,1957.0,RFn,2,TA,0,0,6,WD,Normal,166000,4176,2.5,No,51
160,FV,30.0,3180,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Ex,Gd,4,0,Detchd,2005.0,RFn,2,TA,0,166,6,WD,Normal,151000,2920,2.5,No,1
60,RL,44.0,9548,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,223.0,Gd,TA,PConc,Ex,Gd,7,1,Attchd,2003.0,RFn,2,TA,192,39,1,WD,Normal,237000,4599,3.5,No,7
20,RL,100.0,10004,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,6,0,Attchd,1964.0,RFn,2,TA,0,0,2,WD,Normal,167000,4548,1.5,No,45
20,RL,75.0,7875,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,Gd,TA,6,0,Attchd,1961.0,Unf,2,TA,0,0,9,WD,Normal,139950,3432,2.0,No,47
20,RL,60.0,9600,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,4,Gable,VinylSd,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,4,0,Attchd,1996.0,Unf,2,TA,290,0,2,WD,Normal,128000,3201,2.0,Yes,15
30,RM,90.0,8100,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Gd,TA,5,0,Detchd,1948.0,Unf,2,TA,0,116,6,COD,Normal,153500,4677,2.0,Yes,34
160,RM,21.0,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,Gable,HdBoard,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,5,0,Detchd,1973.0,Unf,1,TA,0,0,11,WD,Normal,100000,2457,2.5,No,35
20,RL,75.0,9525,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,6,0,Attchd,1999.0,Unf,1,TA,278,0,6,WD,Normal,144000,3297,1.5,Yes,2
50,RL,70.0,11767,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Ex,TA,6,0,Detchd,1946.0,Unf,1,TA,0,0,5,WD,Normal,130500,3168,1.0,Yes,13
70,RH,69.0,12155,IR1,Lvl,Inside,SWISU,Norm,1Fam,2Story,6,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,7,0,Detchd,1934.0,Unf,1,TA,0,0,3,WD,Normal,140000,3636,2.0,Yes,58
70,RM,60.0,10440,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,5,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,Gd,8,1,Detchd,1983.0,Unf,2,Gd,70,78,6,WD,Normal,157500,3728,2.0,Yes,6
80,RL,82.0,9020,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,6,Gable,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,6,0,Attchd,1966.0,RFn,2,Gd,0,129,5,WD,Normal,174900,3457,2.5,No,42
90,RL,80.0,8000,Reg,Lvl,Corner,NAmes,Artery,Duplex,1Story,5,Gable,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,Ex,TA,10,0,NA,1980.0,NA,0,NA,0,0,7,WD,Normal,141000,5400,2.0,No,46
50,RM,100.0,12665,IR1,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,7,1,Detchd,1949.0,Unf,3,TA,418,0,6,WD,Normal,153900,3708,1.5,Yes,58
85,RL,69.0,16647,IR1,Lvl,CulDSac,Sawyer,RRAe,1Fam,SFoyer,5,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,6,2,Basment,1975.0,Fin,2,TA,0,0,1,WD,Normal,171000,4792,3.0,Yes,26
60,RL,75.0,9317,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,Gable,HdBoard,HdBoard,BrkFace,137.0,Gd,TA,PConc,Ex,Gd,7,1,Attchd,1993.0,Unf,2,TA,234,72,7,WD,Normal,213000,4290,3.5,No,16
20,RL,36.0,15523,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Ex,TA,5,1,Attchd,1972.0,Unf,1,TA,0,0,8,WD,Normal,133500,2592,2.0,No,37
50,RL,75.0,45600,IR2,Bnk,Inside,ClearCr,Norm,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,10,1,Detchd,1908.0,Unf,2,Fa,486,40,9,WD,Normal,240000,5623,3.0,Yes,11
80,RL,80.0,9600,Reg,Lvl,FR2,Veenker,Feedr,1Fam,SLvl,6,Hip,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,Ex,TA,7,1,Attchd,1976.0,RFn,2,TA,113,100,8,WD,Normal,187000,4238,2.5,Yes,13
120,RM,36.0,4435,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,Gable,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Ex,Gd,3,0,Attchd,2003.0,Fin,2,TA,140,0,11,WD,Normal,131500,2544,2.0,No,4
120,RL,69.0,3196,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,8,Gable,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Ex,Gd,7,1,Attchd,2003.0,Fin,2,TA,143,20,5,WD,Normal,215000,4185,2.0,No,3
75,RL,53.0,7128,Reg,Lvl,Inside,Crawfor,Norm,1Fam,2.5Unf,7,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,7,2,Detchd,1941.0,Unf,1,TA,0,0,8,WD,Normal,164000,4210,2.0,Yes,57
80,RL,69.0,12095,IR1,Lvl,Corner,NAmes,Norm,1Fam,SLvl,6,Gable,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,7,1,Attchd,1964.0,RFn,2,TA,180,0,8,WD,Normal,158000,4017,1.5,No,45
20,RL,102.0,17920,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Hip,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,6,1,Attchd,1955.0,Unf,2,TA,0,418,7,WD,Abnorml,170000,5321,2.5,Yes,32
20,RL,69.0,6897,IR1,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Ex,TA,6,0,Detchd,1962.0,Unf,1,TA,0,104,4,WD,Normal,127000,3120,2.5,Yes,0
80,RL,69.0,10970,IR1,Low,Inside,CollgCr,Norm,1Fam,SLvl,6,Gable,Plywood,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,5,0,Detchd,1981.0,Unf,2,TA,0,0,10,WD,Normal,147000,2992,2.0,No,30
60,RL,65.0,8125,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,6,1,Attchd,1994.0,Fin,2,TA,0,36,3,WD,Normal,174000,3664,2.5,Yes,14
20,RL,80.0,10400,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,Gable,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,TA,TA,6,1,Attchd,1976.0,RFn,2,TA,0,0,6,WD,Family,152000,3830,2.0,No,33
60,RL,69.0,11029,IR1,Lvl,Corner,NWAmes,PosA,1Fam,2Story,6,Gable,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,Gd,9,1,Attchd,1968.0,Unf,2,TA,0,65,8,WD,Normal,250000,6362,3.5,Yes,22
50,RL,55.0,7642,Reg,Lvl,Corner,Crawfor,Norm,1Fam,1.5Fin,7,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,BrkTil,Gd,Gd,7,1,Detchd,1925.0,Unf,1,TA,0,240,6,WD,Normal,189950,3764,1.5,Yes,9
190,RL,75.0,11625,Reg,Lvl,Inside,Sawyer,Norm,2fmCon,1Story,5,Hip,Plywood,HdBoard,None,0.0,TA,TA,PConc,Ex,TA,6,0,Attchd,1965.0,Unf,2,TA,0,0,4,WD,Normal,131500,3117,2.5,No,45
20,RL,81.0,9672,Reg,Lvl,Corner,SawyerW,Norm,1Fam,1Story,6,Hip,HdBoard,Plywood,None,0.0,TA,TA,PConc,TA,TA,6,0,Attchd,1986.0,Unf,2,TA,0,0,5,WD,Normal,152000,3234,2.0,Yes,25
20,RL,70.0,7931,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,6,0,Attchd,1959.0,Unf,1,TA,0,0,7,WD,Normal,132500,3444,2.0,No,50
20,FV,72.0,8640,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,6,0,Attchd,2008.0,Fin,2,TA,0,140,5,New,Partial,250580,4116,2.0,Yes,0
20,RL,69.0,8750,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,5,0,Detchd,1973.0,Unf,2,TA,0,0,8,WD,Normal,148500,3006,2.0,No,39
20,RL,67.0,10656,IR1,HLS,Inside,Timber,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,Ex,Gd,6,1,Attchd,2007.0,RFn,3,TA,192,80,11,New,Partial,248900,4930,2.0,Yes,0
20,RL,85.0,6970,Reg,Lvl,Corner,Sawyer,Feedr,1Fam,1Story,4,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,5,0,Attchd,1961.0,RFn,2,TA,168,0,5,WD,Normal,129000,3280,2.5,No,46
60,RL,69.0,14762,IR2,Lvl,Corner,Gilbert,Feedr,1Fam,2Story,5,Gable,Plywood,Plywood,None,0.0,TA,TA,Slab,Gd,TA,7,1,Attchd,1979.0,Unf,2,TA,120,144,5,WD,Normal,169000,4587,2.0,Yes,56
60,RL,80.0,9938,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,Gable,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Ex,Gd,8,1,Attchd,1993.0,Fin,2,TA,156,90,6,WD,Normal,236000,4948,3.5,Yes,16
20,RL,60.0,6600,Reg,Lvl,Inside,NAmes,PosN,1Fam,1Story,5,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,5,0,Detchd,1962.0,Unf,1,TA,0,0,8,WD,Normal,109500,2682,1.0,No,47
60,RL,70.0,8750,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Ex,Gd,7,0,Attchd,1998.0,RFn,2,TA,0,77,6,WD,Normal,200500,4168,2.5,No,12
20,RL,74.0,8892,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Gable,WdShing,Wd Shng,None,0.0,Gd,TA,Stone,Gd,Gd,5,0,Attchd,1953.0,Unf,2,TA,196,0,10,WD,Normal,116000,1925,1.0,Yes,12
40,RL,60.0,12144,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,6,1,Attchd,1949.0,Unf,1,TA,0,28,9,WD,Normal,133000,3136,1.0,Yes,59
50,RM,52.0,5720,Reg,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Ex,TA,5,0,Detchd,1941.0,Unf,1,TA,26,0,8,WD,Abnorml,66500,2938,1.5,Yes,59
60,FV,75.0,9000,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,Ex,11,1,BuiltIn,2007.0,Fin,2,TA,208,364,8,New,Partial,303477,6404,2.5,No,0
20,RL,94.0,25286,Reg,HLS,Inside,Mitchel,Norm,1Fam,1Story,4,Gable,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,5,0,Attchd,1963.0,Unf,2,TA,0,0,1,WD,Normal,132250,3144,2.0,No,44
60,RL,74.0,8834,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,Hip,VinylSd,VinylSd,Stone,216.0,Gd,TA,PConc,Ex,Ex,10,1,Attchd,2004.0,Fin,3,TA,184,0,6,WD,Normal,350000,5910,3.5,Yes,4
85,RL,88.0,11782,IR1,Lvl,Inside,Sawyer,Norm,1Fam,SFoyer,5,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,6,0,Detchd,1987.0,Unf,2,TA,192,0,6,WD,Normal,148000,3419,2.0,Yes,15
20,RL,69.0,7000,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,Ex,TA,6,0,Attchd,1978.0,Unf,1,TA,0,0,7,WD,Normal,136500,2592,2.0,Yes,4
20,RL,60.0,7024,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,5,0,Attchd,2005.0,Fin,2,TA,0,49,6,WD,Normal,157000,3270,2.5,Yes,1
50,RL,44.0,13758,IR1,Lvl,CulDSac,Timber,Norm,1Fam,1.5Fin,7,Gable,HdBoard,HdBoard,BrkFace,117.0,Gd,Gd,CBlock,Ex,Gd,7,1,Attchd,1990.0,RFn,2,TA,168,36,4,WD,Normal,187500,4590,2.5,Yes,16
60,RL,69.0,9636,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,7,1,BuiltIn,1993.0,RFn,2,TA,342,40,12,WD,Normal,178000,3994,2.5,Yes,16
75,RL,60.0,6204,Reg,Bnk,Inside,SWISU,Norm,1Fam,2.5Fin,4,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,10,0,Detchd,1997.0,Unf,1,TA,0,188,3,WD,Normal,118500,4774,2.0,Yes,56
20,RL,65.0,7150,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,5,0,Attchd,1967.0,RFn,1,TA,0,0,7,WD,Normal,100000,2676,1.0,No,42
120,FV,50.0,5119,IR1,Lvl,CulDSac,Somerst,Norm,TwnhsE,1Story,9,Gable,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,Gd,5,1,Attchd,1999.0,Fin,2,TA,97,65,1,CWD,Abnorml,328900,5116,3.0,Yes,8
90,RL,70.0,8393,Reg,Lvl,Corner,NAmes,Norm,Duplex,1Story,5,Gable,MetalSd,MetalSd,BrkFace,122.0,TA,TA,CBlock,Ex,TA,8,0,Attchd,2005.0,Fin,2,TA,272,54,6,WD,Family,145000,5050,2.0,Yes,1
50,RL,59.0,16466,IR1,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,8,0,Attchd,1955.0,Unf,1,TA,121,0,4,WD,Normal,135500,3602,1.5,No,53
20,RL,95.0,15865,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,8,Flat,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,Ex,Gd,8,1,Attchd,1970.0,Unf,2,TA,81,207,10,WD,Normal,268000,6651,3.0,No,37
20,RL,128.0,12160,Reg,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6,Hip,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,Ex,TA,6,1,Attchd,1953.0,RFn,2,TA,0,0,2,WD,Normal,149500,4515,2.0,No,56
50,RL,60.0,8064,Reg,Lvl,Corner,NAmes,Artery,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Ex,TA,6,1,Detchd,2003.0,Unf,2,TA,0,0,7,WD,Normal,122900,2520,1.0,Yes,1
60,RL,70.0,11184,Reg,Lvl,Inside,Sawyer,Norm,1Fam,2Story,6,Hip,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,Gd,TA,7,1,Attchd,1978.0,RFn,2,TA,243,0,7,WD,Normal,172500,4284,2.5,No,31
20,RL,70.0,8414,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,6,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,6,0,Attchd,1963.0,RFn,1,TA,192,0,2,WD,Normal,154500,3195,1.5,Yes,3
20,RL,69.0,13284,Reg,Lvl,Inside,Sawyer,PosN,1Fam,1Story,5,Gable,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,TA,TA,6,1,Attchd,1954.0,Unf,1,TA,511,116,6,WD,Normal,165000,4149,2.0,No,54
